Sender/Receiver,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
10,0.61,1.49,INF,INF,INF,INF,INF,2.16,INF,INF,,7.58,INF,INF,INF,0.78,INF,INF,0.61,1.43,INF,2.38,INF,INF,INF,INF,0.83,INF,INF,INF,INF,1.49,INF,3.79,INF,INF,INF,INF,INF,1.23,INF,INF,2.38,INF,INF,4.00,INF,INF,INF,1.00
11,1.08,INF,INF,INF,INF,1.43,1.43,0.56,INF,INF,4.90,,INF,INF,INF,1.25,INF,INF,INF,1.70,INF,1.08,INF,10.00,INF,INF,INF,INF,INF,INF,INF,1.72,INF,INF,INF,INF,INF,INF,INF,INF,INF,2.00,INF,INF,INF,INF,INF,INF,INF,0.68
12,INF,INF,0.60,INF,INF,INF,INF,INF,INF,INF,INF,INF,,INF,INF,INF,0.93,INF,INF,INF,INF,INF,INF,INF,INF,0.49,INF,INF,2.53,0.55,0.74,INF,1.00,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.32,INF,INF,INF
13,INF,INF,INF,INF,1.00,2.50,INF,INF,INF,INF,INF,INF,INF,,INF,INF,INF,0.78,INF,INF,INF,INF,1.52,2.50,INF,INF,INF,2.50,INF,INF,INF,INF,INF,INF,INF,INF,2.50,INF,0.55,INF,INF,2.16,INF,INF,1.11,INF,INF,INF,INF,INF
14,INF,INF,INF,INF,INF,0.74,INF,INF,INF,INF,INF,INF,INF,INF,,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.67,INF,INF,INF,INF,INF,INF,0.68,INF,INF,0.42,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.87,INF,INF
15,0.50,INF,INF,INF,INF,INF,1.43,0.91,INF,1.25,0.95,1.67,INF,INF,INF,,INF,INF,6.67,INF,INF,0.68,INF,5.95,INF,INF,1.00,INF,INF,INF,INF,3.97,INF,0.83,INF,INF,INF,INF,INF,INF,INF,1.44,7.35,INF,INF,5.88,INF,INF,INF,1.11
16,INF,INF,0.74,INF,INF,INF,INF,INF,INF,1.67,INF,INF,1.25,INF,INF,INF,,INF,INF,INF,1.67,INF,INF,INF,INF,2.00,INF,INF,1.43,0.60,INF,INF,3.33,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.70,INF,INF,INF,INF,INF,INF
17,INF,INF,INF,INF,1.19,INF,INF,INF,INF,INF,INF,INF,INF,0.54,INF,INF,INF,,INF,INF,INF,INF,1.68,INF,INF,INF,INF,1.32,INF,INF,INF,INF,INF,INF,INF,INF,0.42,INF,1.23,INF,INF,INF,INF,INF,0.45,INF,INF,INF,INF,INF
18,1.08,1.25,INF,INF,INF,INF,INF,INF,INF,INF,0.45,INF,INF,INF,INF,3.33,INF,INF,,1.23,INF,INF,INF,INF,INF,INF,1.08,INF,INF,INF,INF,1.24,INF,10.00,INF,INF,INF,INF,INF,0.95,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.19
19,0.93,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.67,2.00,INF,INF,INF,INF,INF,INF,2.16,,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.61,INF,INF,INF,0.68,INF,INF,INF,0.45,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.42
20,INF,INF,0.45,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.11,INF,INF,INF,,INF,INF,INF,INF,INF,INF,INF,INF,1.49,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.78,INF,INF,INF,INF,INF,INF
21,1.07,INF,INF,INF,INF,5.00,1.00,0.56,INF,1.70,4.00,1.70,INF,INF,INF,0.83,INF,INF,INF,INF,INF,,INF,3.03,INF,INF,6.67,INF,INF,INF,INF,5.05,INF,1.89,INF,INF,INF,INF,INF,INF,INF,2.53,INF,INF,INF,INF,INF,INF,INF,1.32
22,INF,INF,INF,INF,0.42,INF,1.32,INF,INF,1.98,INF,INF,INF,0.86,INF,INF,INF,1.87,INF,INF,INF,INF,,0.67,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.83,INF,INF,1.43,INF,0.62,0.50,INF,INF,INF,INF,INF
23,INF,INF,INF,INF,0.74,2.38,0.60,1.43,INF,0.83,INF,20.83,INF,1.24,INF,12.50,INF,INF,INF,INF,INF,1.70,0.75,,INF,INF,INF,INF,INF,INF,INF,INF,INF,4.90,INF,INF,INF,INF,0.83,INF,INF,0.45,INF,1.98,1.67,INF,INF,INF,INF,INF
24,INF,INF,INF,INF,INF,INF,INF,INF,0.42,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,,INF,INF,INF,INF,INF,0.93,INF,0.86,INF,INF,INF,INF,INF,INF,INF,0.83,INF,INF,INF,INF,INF,0.96,INF,0.74,INF
25,INF,INF,0.75,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.55,INF,INF,INF,1.49,INF,INF,INF,INF,INF,INF,INF,INF,,INF,INF,2.16,0.68,0.83,INF,1.00,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.49,INF,INF,INF
26,1.49,0.96,INF,1.43,INF,INF,15.62,12.50,INF,5.88,1.08,INF,INF,INF,INF,1.19,INF,INF,1.43,INF,INF,5.00,INF,INF,INF,INF,,INF,INF,INF,INF,5.95,INF,0.93,INF,INF,INF,INF,INF,INF,INF,INF,0.61,INF,INF,1.07,INF,INF,1.24,INF
27,INF,INF,INF,INF,1.67,0.60,INF,INF,INF,INF,INF,INF,INF,1.24,0.75,INF,INF,0.95,INF,INF,INF,INF,INF,INF,INF,INF,INF,,INF,INF,INF,INF,INF,INF,1.51,INF,1.44,0.83,0.74,INF,INF,1.87,INF,INF,INF,INF,INF,2.50,INF,INF
28,INF,INF,INF,INF,INF,INF,9.80,INF,INF,2.50,INF,INF,2.00,INF,INF,INF,1.08,INF,INF,INF,INF,INF,INF,INF,INF,1.72,INF,INF,,0.67,1.44,INF,1.11,5.88,INF,INF,INF,INF,INF,INF,INF,INF,9.80,INF,INF,5.88,3.33,INF,1.44,INF
29,INF,INF,0.74,INF,INF,INF,INF,INF,INF,12.50,INF,INF,0.60,INF,INF,INF,0.67,INF,INF,INF,2.00,INF,INF,INF,INF,0.75,INF,INF,0.86,,1.08,INF,0.96,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.89,INF,INF,INF
30,INF,INF,INF,INF,INF,INF,INF,INF,0.75,INF,INF,INF,0.67,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.83,0.74,INF,INF,1.25,0.83,,INF,0.60,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.68,INF,1.25,INF
31,0.68,INF,INF,INF,INF,INF,4.90,3.68,INF,INF,1.89,2.16,INF,INF,INF,2.86,INF,INF,2.50,0.49,INF,2.86,INF,INF,INF,INF,4.90,INF,INF,INF,INF,,INF,20.83,INF,INF,INF,INF,INF,0.54,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.50
32,INF,INF,INF,INF,INF,INF,INF,INF,0.67,INF,INF,INF,0.75,INF,INF,INF,1.67,INF,INF,INF,INF,INF,INF,INF,0.75,0.75,INF,INF,0.83,0.67,0.55,INF,,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.74,INF,0.74,INF
33,2.16,4.90,INF,5.88,INF,INF,1.44,1.43,INF,1.07,2.53,INF,INF,INF,INF,0.68,INF,INF,INF,INF,INF,1.24,INF,5.95,INF,INF,0.62,INF,31.25,INF,INF,10.00,INF,,INF,INF,INF,INF,INF,INF,INF,INF,2.53,INF,INF,1.98,INF,INF,2.53,INF
34,INF,INF,INF,INF,INF,1.68,INF,INF,INF,INF,INF,INF,INF,INF,1.08,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,2.94,INF,INF,INF,INF,INF,INF,,INF,INF,1.00,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.68,INF,INF
35,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.78,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,,INF,INF,INF,0.83,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF
36,INF,INF,INF,INF,2.86,INF,INF,INF,INF,INF,INF,INF,INF,1.24,INF,INF,INF,0.45,INF,INF,INF,INF,INF,INF,INF,INF,INF,2.16,INF,INF,INF,INF,INF,INF,INF,INF,,INF,2.38,INF,INF,INF,INF,INF,0.55,INF,INF,1.44,INF,INF
37,INF,INF,INF,INF,INF,0.83,INF,INF,INF,INF,INF,INF,INF,INF,0.45,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.96,INF,INF,INF,INF,INF,INF,0.67,INF,INF,,INF,INF,INF,INF,INF,INF,INF,INF,INF,2.49,INF,INF
38,INF,INF,INF,INF,0.91,0.75,1.32,2.86,INF,INF,INF,INF,INF,0.49,INF,INF,INF,1.70,INF,INF,INF,INF,1.11,1.89,INF,INF,INF,1.11,INF,INF,INF,INF,INF,INF,INF,INF,3.03,INF,,INF,INF,0.75,INF,INF,0.96,INF,INF,INF,INF,INF
39,1.25,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.43,INF,INF,INF,INF,INF,INF,INF,1.32,0.42,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.61,INF,INF,INF,0.62,INF,INF,INF,,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.55
40,INF,INF,INF,0.96,INF,INF,INF,INF,0.42,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.75,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,,INF,1.89,INF,INF,2.16,INF,INF,1.32,INF
41,INF,INF,INF,INF,1.08,1.08,0.78,1.32,INF,1.98,INF,4.90,INF,1.44,INF,1.70,INF,INF,INF,INF,INF,1.67,1.98,0.56,INF,INF,INF,7.81,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.60,INF,INF,,INF,INF,3.33,INF,INF,INF,INF,INF
42,3.03,0.83,INF,1.00,INF,INF,INF,INF,1.72,7.35,4.00,INF,INF,INF,INF,31.25,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.67,INF,INF,INF,INF,INF,INF,7.35,INF,INF,INF,INF,INF,INF,2.98,INF,,INF,INF,0.50,INF,INF,0.86,INF
43,INF,INF,INF,INF,1.38,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,2.38,INF,INF,INF,1.07,INF,0.99,4.00,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,,0.68,INF,INF,INF,INF,INF
44,INF,INF,INF,INF,0.86,INF,INF,INF,INF,INF,INF,INF,INF,0.95,INF,INF,INF,0.72,INF,INF,INF,INF,0.72,3.33,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.75,INF,1.07,INF,INF,6.67,INF,0.54,,INF,INF,INF,INF,INF
45,INF,0.67,INF,0.60,INF,INF,INF,INF,1.67,2.98,2.38,INF,INF,INF,INF,7.58,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.96,INF,31.25,INF,INF,INF,INF,3.03,INF,INF,INF,INF,INF,INF,2.50,INF,0.42,INF,INF,,INF,INF,0.62,INF
46,INF,INF,INF,INF,INF,INF,INF,INF,0.75,INF,INF,INF,0.83,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.67,0.93,INF,INF,1.43,0.93,0.49,INF,0.67,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,,INF,1.08,INF
47,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,1.68,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,2.16,INF,INF,INF,INF,INF,INF,0.49,INF,1.11,2.22,INF,INF,INF,INF,INF,INF,INF,INF,INF,,INF,INF
48,INF,2.86,INF,1.32,INF,INF,INF,INF,0.61,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.96,INF,1.89,INF,2.16,INF,1.98,INF,1.11,15.62,INF,INF,INF,INF,INF,INF,2.00,INF,1.19,INF,INF,0.83,2.16,INF,,INF
49,0.67,INF,INF,INF,INF,2.98,1.98,1.23,INF,INF,1.44,0.93,INF,INF,INF,1.44,INF,INF,2.38,0.45,INF,1.11,INF,INF,INF,INF,INF,INF,INF,INF,INF,0.67,INF,INF,INF,INF,INF,INF,INF,0.60,INF,INF,INF,INF,INF,INF,INF,INF,INF,
